2022_12_PVFZCE_ANDEAN_ARC_part1,ROCK TYPE,SIO2,TIO2,AL2O3,FEOT,MGO,CAO,NA2O,K2O,SUM
s_HNT2L [20337],VOL,54.030,0.840,17.600,7.410,5.550,9.370,3.360,1.000,99.160
s_S20 [5009],VOL,54.030,0.760,19.430,6.380,1.740,6.010,6.830,4.150,99.330
s_CIUP 8-12 [24673],VOL,54.039,0.922,16.223,8.257,7.586,7.912,3.334,1.243,99.517
s_VO76 [11776],VOL,54.040,1.040,16.060,7.981,4.530,8.000,3.220,0.990,95.861
s_HNT4LD [20337],VOL,54.050,0.840,17.590,7.440,5.660,9.380,3.420,0.990,99.370
s_ANT8 [20576],VOL,54.056,1.409,17.283,9.370,3.826,7.862,3.856,0.869,98.531
s_LA13 [7556],VOL,54.070,1.700,14.180,10.267,4.080,6.880,2.540,1.520,95.237
s_AN27-12 [23172],VOL,54.071,1.447,17.396,9.780,3.645,7.840,3.569,0.965,98.713
s_CLHE2 [20917],VOL,54.080,0.790,17.020,7.670,6.920,9.450,3.300,0.990,100.220
s_CO 14 [24673],VOL,54.084,0.921,16.209,8.107,7.591,8.018,3.350,1.250,99.529
s_4/29 [4953],VOL,54.090,1.630,14.660,7.150,7.570,6.110,2.930,4.090,98.230
s_007A [8300],VOL,54.100,0.570,16.000,5.690,2.400,8.000,2.540,1.640,90.940
s_LDM240 [6221],VOL,54.100,1.160,17.650,6.220,4.160,7.740,4.220,1.660,96.910
s_J10-29  [21870],VOL,54.100,1.300,15.500,8.000,4.700,8.600,2.800,2.300,97.300
s_Q-59C [5325],VOL,54.100,1.010,18.180,7.990,4.800,8.230,3.750,1.150,99.210
s_CN09-84  [21870],VOL,54.100,1.400,15.100,8.400,7.300,7.800,2.900,2.400,99.400
s_11TPM28 [22118],VOL,54.111,1.337,15.399,6.600,3.895,6.081,4.267,1.365,93.055
s_ELR-N [13695],VOL,54.120,1.672,15.550,8.061,4.690,6.600,3.970,2.660,97.323
s_CL97 [24938],VOL,54.120,0.980,18.520,7.840,3.900,8.620,3.480,0.560,98.020
s_GS-3 [5009],VOL,54.120,0.760,19.740,6.090,1.670,6.010,6.610,4.310,99.310
s_DARE-43-SNS  [20576],VOL,54.138,1.267,18.622,8.870,2.936,7.914,3.731,1.116,98.593
s_SR9 [19886],VOL,54.140,1.032,16.720,6.730,3.980,8.280,4.110,2.720,97.712
s_TO01 [7556],VOL,54.150,0.900,16.920,7.866,4.290,8.120,3.660,1.280,97.186
s_LLA-12-42 [22571],VOL,54.150,1.210,16.290,9.830,3.900,8.060,3.830,0.680,97.950
s_19G [4232],VOL,54.150,0.970,18.120,7.680,4.020,9.180,3.320,0.790,98.230
s_JK 264 [18493],VOL,54.160,1.490,15.500,10.170,3.580,7.430,3.590,0.920,96.840
s_86RZ6 [6507],VOL,54.160,0.770,14.700,7.250,8.310,7.640,3.430,1.140,97.400
s_260483-6 [20337],VOL,54.160,1.540,15.690,10.870,3.730,7.610,3.970,0.770,98.340
s_L23 [25623],VOL,54.170,1.460,16.170,10.920,3.950,7.970,3.350,0.670,98.660
s_L34 [25623],VOL,54.170,1.510,16.120,11.050,3.660,7.580,3.990,0.670,98.750
s_CLHW4 [20917],VOL,54.170,0.830,17.660,7.390,5.340,9.470,3.460,1.070,99.390
s_XY41 [6214],VOL,54.180,0.840,18.090,10.317,3.210,5.460,2.620,0.370,95.087
s_DD2 [23928],VOL,54.180,1.500,17.360,13.905,3.970,6.900,3.920,2.700,104.435
s_ANT-14-17 [21645],VOL,54.190,1.430,16.980,9.450,3.790,7.760,4.200,0.900,98.700
s_031E [8300],VOL,54.200,0.710,15.300,9.220,3.430,6.100,3.440,0.730,93.130
s_LDM239 [6221],VOL,54.200,1.230,18.000,6.200,4.550,7.600,2.830,1.480,96.090
s_XG-187 [6224],VOL,54.200,1.550,17.010,8.313,2.980,7.170,3.520,1.560,96.303
s_TU-12-24B [24931],VOL,54.200,1.300,16.900,7.740,3.800,7.300,3.700,2.200,97.140
s_RIO 90 [20960],VOL,54.200,0.940,17.950,7.240,4.300,7.280,3.930,1.560,97.400
s_AR26 [5168],VOL,54.200,1.300,17.000,7.740,4.500,8.500,3.300,1.100,97.640
s_REV-31A [20960],VOL,54.200,0.910,17.750,7.510,4.860,7.750,4.160,1.580,98.720
s_130115_03B [20676],VOL,54.205,1.512,17.194,9.440,3.314,6.953,3.922,1.043,97.583
s_CO 13 [24673],VOL,54.207,0.918,16.013,7.998,7.584,8.269,3.315,1.221,99.524
s_N-34 [14346],VOL,54.210,1.070,14.840,7.840,6.780,7.370,2.670,2.670,97.450
s_LLA-11-29A [22571],VOL,54.210,1.220,16.730,9.380,4.050,8.160,3.860,0.690,98.300
s_POM154 [13695],VOL,54.210,1.640,16.510,8.402,4.920,7.320,3.770,1.870,98.642
s_F-71 [7944],VOL,54.210,1.330,17.430,9.596,3.280,7.600,3.700,1.860,99.006
s_VO156 [11776],VOL,54.220,1.040,15.380,8.929,4.470,7.360,3.180,2.010,96.589
s_CL96 [24938],VOL,54.220,0.840,19.050,7.600,4.100,7.890,3.560,0.590,97.850
s_A791 [3633],VOL,54.220,0.950,16.020,7.610,7.660,7.880,3.140,1.190,98.670
s_TG 319 [22096],VOL,54.220,1.030,17.070,7.950,5.530,7.830,3.730,1.360,98.720
s_S5 [5009],VOL,54.220,0.770,19.670,6.510,1.770,6.090,6.330,3.960,99.320
s_CL102 [24938],VOL,54.230,0.880,18.510,7.930,3.850,7.770,3.490,0.650,97.310
s_VO169 [11776],VOL,54.240,1.550,15.520,9.282,3.860,5.800,3.390,3.160,96.802
s_ANT1 [20576],VOL,54.244,1.391,17.297,8.730,4.314,7.808,3.534,1.231,98.550
s_DARE-09-LON [20576],VOL,54.244,1.495,16.827,10.490,3.241,7.225,3.984,0.803,98.309
s_NB63/00 [7067],VOL,54.250,1.220,16.490,7.460,2.850,7.000,3.170,2.770,95.210
s_95 [4952],VOL,54.250,2.520,14.600,8.612,4.500,6.740,3.680,3.020,97.922
s_DARE-156-CB  [20576],VOL,54.257,0.990,18.659,7.610,4.402,8.544,3.382,0.960,98.806
s_LP36 [3461],VOL,54.260,1.250,13.860,6.620,8.860,6.240,2.770,4.340,98.200
s_36 [4659],VOL,54.260,1.250,13.860,7.320,8.860,6.240,2.770,4.340,98.900
s_VQ-18 [20917],VOL,54.270,0.970,17.910,7.210,4.770,8.030,3.750,1.290,98.200
s_JK 216 [18493],VOL,54.280,1.240,16.990,9.340,3.450,7.890,3.510,0.680,97.380
s_L8 [25623],VOL,54.280,1.460,16.130,11.080,3.990,8.050,3.440,0.700,99.130
s_22 [4956],VOL,54.300,0.930,16.280,7.848,6.430,6.450,2.690,2.240,97.168
s_IN11 [22116],VOL,54.300,0.990,17.350,7.350,5.130,7.810,3.670,1.990,98.590
s_CM04-46  [21870],VOL,54.300,1.400,15.900,8.400,6.600,7.500,2.400,2.600,99.100
s_AN28-8 [23172],VOL,54.300,1.233,17.439,8.120,5.092,8.064,3.707,1.216,99.171
s_C-84-10 [6218],VOL,54.300,1.010,17.300,7.970,4.700,9.250,3.430,1.290,99.250
s_14710G [23254],VOL,54.300,0.700,16.000,10.800,3.190,6.440,5.680,2.340,99.450
s_CM04-15A  [21870],VOL,54.300,1.300,16.700,8.500,6.800,7.700,1.800,2.400,99.500
s_MIII1–06 [23943],VOL,54.310,1.100,16.830,8.000,4.340,4.990,5.630,0.440,95.640
s_88C [22753],VOL,54.320,1.460,18.680,7.870,3.340,7.380,3.610,1.750,98.410
s_PE28 [25791],VOL,54.320,1.340,16.930,7.310,5.430,7.770,3.720,2.130,98.950
s_200395-2 [6222],VOL,54.330,1.240,16.690,7.901,2.780,5.510,3.450,2.030,93.931
s_GS-8 [5009],VOL,54.330,0.770,19.720,6.360,1.680,6.050,6.350,4.060,99.320
s_OSO14 [20576],VOL,54.339,1.215,17.778,9.190,3.767,8.327,3.325,0.673,98.613
s_ANT-14-12 [21645],VOL,54.340,1.410,17.250,9.430,3.790,7.850,4.210,0.890,99.170
s_CL14 [24938],VOL,54.340,1.030,19.490,7.680,4.410,8.810,3.720,0.600,100.080
s_CO 06 [24673],VOL,54.344,0.927,16.248,8.062,7.394,7.945,3.332,1.273,99.526
s_272826-B [20576],VOL,54.348,0.702,17.340,7.370,5.957,9.427,2.928,0.832,98.905
s_CLHE1 [20917],VOL,54.350,0.830,17.760,7.560,5.490,9.700,3.380,1.000,100.070
s_REV 022 [12606],VOL,54.360,0.940,17.550,7.680,5.020,7.950,3.980,1.560,99.040
s_050283-5 [20337],VOL,54.370,1.040,18.050,8.310,3.660,7.830,4.470,1.050,98.780
s_4381-1 [20337],VOL,54.380,1.070,16.930,9.420,4.410,7.990,3.530,0.950,98.680
s_AN28-1 [23172],VOL,54.380,1.323,17.556,8.480,4.081,7.997,3.884,1.140,98.841
s_16C [4232],VOL,54.390,1.300,19.450,7.449,4.260,6.510,3.580,0.950,97.889
s_DARE-128A-CQ [20576],VOL,54.391,1.200,18.947,7.670,3.116,8.279,3.711,1.442,98.756
s_DARE-10a-LQS [20576],VOL,54.394,1.495,16.954,10.510,3.220,7.103,3.862,0.783,98.321
s_CH DB 111W [20960],VOL,54.400,0.730,17.150,6.220,4.350,6.310,3.170,1.120,93.450
s_011294-1 [6222],VOL,54.400,1.680,17.500,7.889,2.400,2.100,5.970,3.050,94.989
s_LDM241 [6221],VOL,54.400,1.200,18.000,6.040,4.460,7.630,2.880,1.480,96.090
s_YAH-00-17 [13695],VOL,54.400,1.035,18.500,6.780,2.840,7.210,4.410,1.490,96.665
s_CM04-03  [21870],VOL,54.400,1.400,16.600,8.200,6.000,7.300,2.100,2.600,98.600
s_16EQ24 [22739],VOL,54.400,1.040,16.590,8.090,5.570,7.960,3.710,1.320,98.680
s_ABL0301 [22753],VOL,54.400,1.250,18.880,8.360,3.730,7.280,3.700,1.500,99.100
s_CM04-26B  [21870],VOL,54.400,1.300,16.200,8.600,6.500,7.300,2.300,2.500,99.100
s_R11-11  [21870],VOL,54.400,1.200,17.000,8.400,7.000,7.300,2.800,2.000,100.100
s_VQ-42 [20917],VOL,54.420,0.970,17.910,7.140,4.720,8.020,3.770,1.330,98.280
s_140413-2 [21645],VOL,54.420,1.160,18.630,8.310,3.520,7.840,4.020,0.940,98.840
s_LLA-12-15 [22571],VOL,54.440,1.270,16.110,9.740,3.820,7.880,3.930,0.730,97.920
s_CL118 [24938],VOL,54.440,0.850,18.980,7.640,4.110,8.400,3.450,0.560,98.430
s_L36 [25623],VOL,54.440,1.450,15.920,11.000,3.850,7.940,3.810,0.730,99.140
s_CLRS2 [20917],VOL,54.440,0.990,18.350,7.380,4.790,8.930,3.830,1.220,99.930
s_P24 [7556],VOL,54.450,1.200,15.920,8.010,4.780,6.540,3.580,1.850,96.330
s_4/47 [4953],VOL,54.460,1.240,15.630,6.938,6.550,7.780,3.170,1.920,97.688
s_121276-5 [20337],VOL,54.460,1.520,16.160,10.400,3.380,7.510,3.980,0.760,98.170
s_CL03 [24938],VOL,54.460,0.820,22.140,6.210,2.600,9.490,3.950,0.480,100.150
s_CA-20-54 [24895],VOL,54.464,0.868,18.949,7.841,4.024,8.327,3.284,0.583,98.340
s_070283-4 [20337],VOL,54.470,1.040,17.990,8.430,3.700,7.890,4.410,1.050,98.980
s_BULK ASH [22385],VOL,54.480,0.840,16.550,6.640,2.600,6.170,3.360,1.210,91.850
s_GLASS [25100],VOL,54.480,0.270,13.980,8.790,8.530,5.940,3.590,0.930,96.510
s_CHF11-P4 [24927],VOL,54.480,0.910,18.480,8.118,4.240,7.850,3.500,0.600,98.178
s_XG-0010 [6224],VOL,54.490,1.750,16.160,9.785,3.640,7.580,3.590,1.200,98.195
s_J10-05  [21870],VOL,54.500,1.300,15.500,8.100,5.300,8.000,2.800,2.100,97.600
s_AG14-027 [21640],VOL,54.500,0.760,18.420,7.300,4.810,7.910,3.490,0.710,97.900
s_A4 [3802],VOL,54.500,1.270,17.500,7.914,3.000,6.200,5.100,2.500,97.984
s_J12-04  [21870],VOL,54.500,1.000,15.100,8.100,7.000,7.400,2.700,2.200,98.000
s_PU16 [3461],VOL,54.500,1.200,13.680,6.620,9.350,6.480,2.910,3.800,98.540
s_050283-4 [20337],VOL,54.500,1.040,18.010,8.300,3.680,7.790,4.370,1.070,98.760
s_060283-1 [20337],VOL,54.500,0.990,18.190,7.230,4.600,8.350,3.650,1.250,98.760
s_C-84-9 [6218],VOL,54.500,1.010,17.740,7.710,5.380,7.790,3.750,1.290,99.170
s_Q-16 [5325],VOL,54.500,1.000,17.950,7.550,4.860,8.260,3.800,1.290,99.210
s_R11-12  [21870],VOL,54.500,1.200,16.500,8.200,7.000,7.600,2.800,2.000,99.800
s_L10 [25623],VOL,54.510,1.460,16.120,10.980,3.880,7.920,3.490,0.710,99.070
s_CL124 [24938],VOL,54.520,0.870,18.730,7.500,4.020,8.000,3.640,0.630,97.910
s_M3761 [7985],VOL,54.520,1.180,17.420,10.860,4.520,5.610,3.650,0.350,98.110
s_PU17 [3461],VOL,54.520,1.540,16.240,7.670,6.550,7.230,3.230,2.620,99.600
s_281079-5 [20337],VOL,54.530,1.330,15.340,10.670,3.570,7.260,4.100,0.770,97.570
s_XK59 [6214],VOL,54.530,1.290,16.830,6.941,5.260,8.680,3.440,0.800,97.771
s_16EQ25 [22096],VOL,54.530,1.060,17.520,7.710,4.710,8.140,3.730,1.340,98.740
s_16EQ19 [22096],VOL,54.530,1.060,17.520,7.710,4.710,8.140,3.730,1.340,98.740
s_DARE-32-SNS  [20576],VOL,54.535,1.044,19.617,7.630,2.820,8.720,3.412,1.034,98.810
s_CL154 [24574],VOL,54.545,0.893,18.077,9.096,4.688,8.489,3.651,0.546,99.983
s_LLA-12-45 [22571],VOL,54.550,1.360,15.960,9.800,3.810,7.670,3.830,0.810,97.790
s_RIO-107 [20960],VOL,54.550,0.950,18.150,7.300,4.400,6.750,4.200,1.550,97.850
s_CAR-112 [22413],VOL,54.550,0.790,17.350,7.900,4.930,9.140,3.720,1.240,99.620
s_281079-4 [20337],VOL,54.560,1.230,16.020,9.930,3.690,7.710,4.020,0.690,97.850
s_GU-CO-45 [24710],VOL,54.560,0.990,16.560,8.270,4.820,8.120,3.300,1.400,98.020
s_HAL-  57R [20792],VOL,54.566,1.062,15.517,7.000,5.345,7.504,3.471,3.225,97.690
s_DG-187-434 [20792],VOL,54.570,1.160,18.620,7.960,3.400,7.150,4.220,1.540,98.620
s_CA-19-03 [24895],VOL,54.570,1.033,19.130,7.620,3.940,8.640,3.510,0.630,99.073
s_APT-11-ROCK [13695],VOL,54.580,1.270,16.540,8.770,3.680,9.150,2.640,0.690,97.320
s_XG-0005 [6224],VOL,54.580,1.770,15.410,10.127,4.050,8.110,3.410,1.200,98.657
s_130107_02D [20676],VOL,54.586,1.089,17.573,8.250,4.863,8.040,3.781,0.843,99.025
s_CAL-116B [7894],VOL,54.590,1.630,16.620,7.322,4.290,6.860,3.910,2.730,97.952
s_CL152 [24574],VOL,54.595,0.907,18.053,9.135,4.602,8.257,3.824,0.573,99.947
s_130117_01C [20676],VOL,54.597,1.148,17.518,8.350,4.546,7.858,3.796,0.878,98.693
s_BAR-00-22 [13695],VOL,54.600,0.721,16.000,5.750,2.830,5.790,3.200,2.210,91.101
s_COP 94-216 [13695],VOL,54.600,0.961,17.700,2.810,3.970,7.460,3.650,1.810,92.961
s_REV 31B [12670],VOL,54.600,0.900,17.720,7.410,4.630,7.600,4.160,1.600,98.620
s_CM04-43  [21870],VOL,54.600,1.200,16.100,7.800,6.900,7.400,2.800,2.300,99.100
s_PN1 [23928],VOL,54.600,1.090,14.250,13.707,6.650,6.790,2.940,2.560,102.587
s_TAP 97-38/1 [25332],VOL,54.610,1.548,16.190,7.150,3.588,6.019,4.069,2.247,95.421
s_CHE-03 [23278],VOL,54.610,0.900,17.910,7.200,3.860,7.350,3.970,1.410,97.210
s_TU.LU.A [21643],VOL,54.610,0.950,16.130,7.650,6.710,7.760,3.540,1.390,98.740
s_CAB-03 [22863],VOL,54.616,0.525,18.252,5.594,1.492,3.993,4.339,6.079,94.889
s_140413-3 [21645],VOL,54.620,1.170,19.210,7.670,2.730,8.460,3.880,1.140,98.880
s_C10A [7985],VOL,54.620,0.960,15.320,11.170,4.080,8.350,2.810,1.670,98.980
s_XG-175 [6224],VOL,54.630,1.680,17.880,7.545,3.030,5.950,5.130,2.040,97.885
s_CL130B [24938],VOL,54.634,0.802,19.769,7.830,3.941,8.688,2.613,0.512,98.790
s_OSO21 [20576],VOL,54.637,1.054,18.972,8.300,2.959,8.767,3.456,0.608,98.753
s_CUY-1 [20792],VOL,54.637,1.071,15.490,6.830,5.493,7.458,3.469,3.342,97.790
s_JK 230 [18493],VOL,54.640,1.290,16.200,9.440,3.280,7.060,3.590,0.720,96.220
s_070283-3 [20337],VOL,54.640,1.030,17.790,8.100,3.630,7.750,4.590,1.120,98.650
s_CAR-89 [22413],VOL,54.640,0.720,15.350,7.510,7.170,9.510,3.340,1.380,99.620
s_LDM-12-05 [20954],VOL,54.649,1.042,16.934,8.118,5.090,8.487,3.667,1.283,99.269
s_9J [4232],VOL,54.650,1.210,17.980,8.332,4.730,6.670,3.400,1.230,98.202
s_16EQ35 [22739],VOL,54.650,0.920,15.980,6.900,6.960,7.860,4.030,1.450,98.750
s_CL09 [24938],VOL,54.650,1.040,19.070,7.560,3.830,8.580,3.630,0.640,99.000
s_11TPM68A [22118],VOL,54.663,1.040,14.727,7.000,3.925,6.082,4.115,0.463,92.016
s_CL141 [24574],VOL,54.670,0.916,18.329,9.184,4.426,8.359,3.669,0.564,100.117
s_VO50 [11776],VOL,54.670,1.510,16.180,8.184,4.360,4.850,4.040,3.280,97.074
s_SCA-045 [24895],VOL,54.672,1.162,18.275,8.520,3.948,8.681,3.595,0.537,99.391
s_BG01 [21020],VOL,54.680,0.771,18.320,7.100,4.070,6.410,3.680,0.580,95.611
s_TAP-002 [10229],VOL,54.680,1.810,17.010,7.370,3.610,6.510,4.300,2.370,97.660
s_CL10 [24938],VOL,54.680,1.040,19.010,7.500,3.850,8.430,3.640,0.540,98.690
s_AM70 [20531],VOL,54.690,1.380,17.690,7.220,2.520,4.910,5.190,3.120,96.720
s_CN-44 [24441],VOL,54.700,1.230,16.600,7.710,4.510,4.120,5.050,1.740,95.660
s_UBI-14-03 [24348],VOL,54.700,1.120,17.600,6.460,3.160,6.890,4.030,2.240,96.200
s_US 8A [20236],VOL,54.700,0.950,17.300,7.160,1.550,5.380,6.530,3.280,96.850
s_CS91-3 [6214],VOL,54.700,2.720,14.850,9.491,3.790,6.690,4.300,1.040,97.581
s_SA-22 [23838],VOL,54.700,1.094,17.400,5.370,3.600,9.510,4.350,2.160,98.184
s_140/66 [9337],VOL,54.700,0.800,15.900,7.058,7.400,8.500,3.100,1.100,98.558
s_LCM276 [6221],VOL,54.700,1.160,17.900,8.670,4.140,7.230,3.840,1.520,99.160
s_DARE-27-THS [20576],VOL,54.706,1.001,16.985,8.490,5.773,7.502,3.225,1.021,98.703
s_TAP 97-27/1 [25332],VOL,54.710,1.513,16.620,7.390,3.973,6.656,4.002,2.109,96.973
s_RIO-18 [22739],VOL,54.710,0.760,16.060,7.360,5.770,9.080,3.610,1.440,98.790
s_130116_03B [20676],VOL,54.712,1.120,17.569,8.320,4.820,8.001,3.799,0.855,99.197
s_CL08 [24938],VOL,54.730,1.030,19.370,7.410,3.740,8.670,3.610,0.620,99.180
s_CO 04A [24673],VOL,54.745,0.900,16.032,7.720,7.346,8.215,3.235,1.324,99.516
s_JK 233 [18493],VOL,54.760,1.350,16.290,9.830,3.440,7.360,3.390,0.690,97.110
s_AMO871 [20547],VOL,54.760,0.980,17.990,7.750,3.900,7.330,3.070,1.740,97.520
s_CL12 [24938],VOL,54.760,0.970,19.410,7.300,3.830,8.620,3.590,0.640,99.120
s_XA-310 [6224],VOL,54.760,1.310,17.050,8.926,4.890,9.200,3.310,0.840,100.286
s_TH5A [20576],VOL,54.760,1.138,17.206,8.470,3.912,8.393,3.792,0.998,98.670
s_SCA-044 [24895],VOL,54.768,0.966,18.961,8.123,4.283,8.530,3.377,0.594,99.602
s_SA-49 [23838],VOL,54.770,1.052,17.030,7.990,3.160,6.490,3.180,2.410,96.082
s_050283-6 [20337],VOL,54.770,1.040,18.060,8.260,3.700,7.930,4.060,1.110,98.930
s_HC111 [5906],VOL,54.780,1.520,13.600,9.619,2.920,4.520,4.500,1.230,92.689
s_APA-01 [23278],VOL,54.780,0.770,17.590,5.690,3.090,7.000,3.240,2.270,94.430
s_L35 [25623],VOL,54.780,1.460,15.820,10.940,3.700,7.720,3.930,0.770,99.120
s_CZ-30 [15340] / s_CZ30 [6652],VOL,54.790,2.370,16.930,8.770,2.600,4.660,5.630,2.750,98.500
s_XA-305 [6224],VOL,54.790,1.040,17.840,7.582,3.810,8.730,3.560,1.160,98.512
s_CAR-102 [22413],VOL,54.790,0.790,17.390,7.670,4.920,9.210,3.620,1.250,99.640
s_J12-15  [21870],VOL,54.800,1.200,15.600,8.600,6.700,7.200,2.700,2.100,98.900
s_QH1-2 [5180],VOL,54.800,1.040,18.730,8.150,3.890,7.730,4.030,1.360,99.730
s_CL20 [24938],VOL,54.810,0.920,19.070,7.630,3.980,8.430,3.590,0.550,98.980
s_M5-297 [7985],VOL,54.820,0.610,14.660,7.890,9.190,9.520,2.100,0.200,98.990
s_CL05 [24938],VOL,54.820,0.900,19.710,7.680,3.730,8.690,3.450,0.600,99.580
s_IM53 [7419],VOL,54.830,2.190,15.680,9.147,3.990,4.050,4.560,1.600,96.047
s_NB5/00 [7067],VOL,54.830,1.140,17.780,7.900,3.750,7.770,2.690,2.720,98.580
s_CL22 [24938],VOL,54.830,0.890,19.090,7.640,4.160,8.440,3.570,0.560,99.180
s_124559 [24554],VOL,54.840,1.180,16.000,8.710,5.750,7.740,3.880,0.380,98.480
s_CL100 [24938],VOL,54.840,0.930,18.600,7.820,3.930,8.200,3.590,0.600,98.510
s_Q50 [24347],VOL,54.840,1.044,16.230,7.920,6.500,7.670,3.220,1.479,98.903
s_CHI 106 [20960],VOL,54.850,0.680,17.250,8.540,3.950,7.880,2.870,1.300,97.320
s_CAR-114A [22413],VOL,54.850,0.790,17.320,7.820,4.980,9.050,3.600,1.260,99.670
s_TG-JB-74 [22096],VOL,54.860,1.010,17.900,7.590,4.160,7.820,3.970,1.430,98.740
s_CL06 [24938],VOL,54.870,0.910,19.180,7.820,3.600,8.560,3.340,0.630,98.910
s_1532 [23057],VOL,54.880,0.290,24.700,2.040,0.850,10.400,4.210,0.700,98.070
s_M-41 [7944],VOL,54.880,1.140,17.400,9.653,4.060,6.930,4.150,1.120,99.333
s_REV 026 [12606],VOL,54.880,0.940,17.800,7.640,5.010,7.980,3.990,1.560,99.800
s_090413-6 [21645],VOL,54.890,1.360,16.830,9.980,3.400,7.380,4.360,0.870,99.070
s_CL36 [24938],VOL,54.890,0.820,19.580,7.680,3.930,8.340,3.730,0.570,99.540
s_LP 97 [20186],VOL,54.900,0.610,17.710,4.750,0.900,5.680,4.710,6.120,95.380
s_12 [6220],VOL,54.900,1.090,14.750,10.519,3.270,7.180,3.130,0.720,95.559
s_CM-12 [7427],VOL,54.900,1.090,14.750,10.520,3.270,7.180,3.130,0.720,95.560
s_CB10 [7358],VOL,54.900,1.150,17.750,8.010,3.520,6.040,3.410,0.920,95.700
s_YU-13-16 [23780],VOL,54.900,1.070,17.500,6.510,3.840,7.310,4.030,1.930,97.090
s_REV 58 [12670],VOL,54.900,0.950,17.600,7.380,4.300,7.400,4.280,1.660,98.470
s_124557 [24554],VOL,54.900,1.190,16.490,8.390,5.310,8.190,3.890,0.220,98.580
s_J12-18  [21870],VOL,54.900,1.200,15.500,8.200,6.900,7.400,2.500,2.100,98.700
s_C-84-11 [6218],VOL,54.900,1.180,17.760,8.940,3.870,7.010,4.010,1.570,99.240
s_CL151 [24574],VOL,54.904,0.907,17.989,9.031,4.641,8.390,3.784,0.574,100.219
s_P4 [7556],VOL,54.910,2.660,12.530,11.507,3.070,5.690,3.240,2.590,96.197
s_CAR-113B [22413],VOL,54.910,0.740,15.880,7.510,6.700,9.060,3.450,1.400,99.650
s_PE27 [25791],VOL,54.920,1.720,17.820,6.840,2.780,5.840,4.450,2.840,97.210
s_KAL 22B [24574],VOL,54.923,0.917,18.449,8.639,3.878,8.199,3.980,0.669,99.654
s_PIC19 [23134],VOL,54.930,1.040,18.830,7.420,2.640,8.960,3.670,0.650,98.140
s_FB091012-3 [19945],VOL,54.930,0.770,18.610,9.500,3.000,6.610,4.220,0.720,98.360
s_M3190 [7985],VOL,54.930,0.490,16.050,8.560,6.300,9.830,1.690,0.600,98.450
s_120413-1 [21645],VOL,54.930,1.060,17.770,7.650,4.580,7.730,3.780,1.300,98.800
s_CA-19-33 [24895],VOL,54.930,0.984,19.160,7.520,3.980,8.630,3.570,0.630,99.404
s_M-7 [20576],VOL,54.933,0.970,18.181,7.700,4.588,7.776,3.638,1.009,98.794
s_CO 21 [24673],VOL,54.938,0.896,15.796,7.933,7.458,8.006,3.263,1.233,99.523
s_RES-06-01 [20917],VOL,54.940,0.890,17.380,7.130,5.100,7.850,3.840,1.370,98.500
s_CL21 [24938],VOL,54.940,0.910,19.090,7.630,3.980,8.250,3.620,0.570,98.990
s_CA-19-35 [24895],VOL,54.950,0.852,18.530,7.670,3.830,8.030,3.220,0.500,97.582
s_CL50 [24938],VOL,54.950,0.900,18.990,7.680,4.230,8.310,3.630,0.610,99.300
s_JK 267 [18493],VOL,54.960,1.260,16.100,9.320,3.370,7.430,3.770,0.730,96.940
s_M-11 [20337],VOL,54.960,0.970,18.190,7.700,4.590,7.780,3.640,1.010,98.840
s_JRG-33-61L [22303],VOL,54.970,1.230,15.740,6.650,3.230,4.140,2.800,3.690,92.450
s_LG057 [22118],VOL,54.974,0.763,15.869,6.440,4.809,6.995,3.302,0.945,94.097
s_AN29-2 [23172],VOL,54.976,1.598,16.678,9.810,2.998,6.969,4.099,1.218,98.345
s_RIO 18BIS [22413],VOL,54.980,0.760,16.230,7.380,6.020,9.220,3.580,1.450,99.620
s_124_01A [20676],VOL,54.987,1.456,16.616,9.230,3.595,7.602,4.057,1.072,98.614
s_SE-14 [21598],VOL,54.990,1.213,17.170,7.960,4.430,7.470,3.670,1.920,98.823
s_CL13 [24938],VOL,54.990,0.960,19.280,7.270,3.830,8.790,3.590,0.630,99.340
s_CH 111-II [20960],VOL,55.000,0.790,18.350,5.970,3.560,5.480,3.250,1.210,93.610
s_006A [8300],VOL,55.000,0.670,17.200,6.660,2.740,5.600,3.870,2.170,93.910
s_10715O [23254],VOL,55.000,1.050,17.300,6.660,4.200,3.740,7.200,0.830,95.980
s_169/62 [9337],VOL,55.000,1.100,17.000,7.247,4.900,7.300,4.000,1.600,98.147
s_PG132 [8462],VOL,55.000,1.400,18.400,7.780,2.070,5.300,5.850,2.600,98.400
s_V2-3 [3831],VOL,55.000,1.370,16.110,9.044,4.200,8.100,3.830,0.860,98.514
s_CA-19-12 [24895],VOL,55.000,0.916,19.060,7.710,3.670,8.690,3.260,0.640,98.946
s_LDM256 [6221],VOL,55.000,1.110,17.650,8.210,3.320,8.460,3.730,1.570,99.050
s_PAS-5 [20960] / s_PAS 05 [15840],VOL,55.000,0.740,16.300,16.333,6.140,7.750,3.400,0.650,106.313
s_130108_05CI [20676],VOL,55.003,0.965,19.362,7.270,2.581,5.682,3.845,1.002,95.710
s_130130_05CII [20676],VOL,55.008,0.872,22.378,4.820,0.862,2.415,3.945,1.338,91.637
s_CLRN2 [20917],VOL,55.010,0.920,17.800,7.390,5.240,8.310,3.830,1.300,99.800
